book_a;book_b;count
0375422412;1573225789;2
0375422412;0446606812;2
0553572423;0553279912;2
0553572423;0553260111;2
0553572423;0449134482;2
0553572423;0446605409;2
0553572423;0446516570;2
0553572423;0440220602;2
067179566X;0345314255;2
0375503943;0449208281;2
0375503269;0679734775;2
0375503269;0679444815;2
0375503269;1573225541;2
0553572393;0345333926;2
0553572423;0385490992;2
0553572423;038533558X;2
0553572423;0312924585;2
0553572423;0345370775;2
0553572393;0345323440;2
0375503943;0812502124;2
0399146652;0312278586;2
0553572393;0553579908;2
0553572393;0553573403;2
0399146652;0399145702;2
0553572393;0441478123;2
0553572393;0440224675;2
0399146652;0061000280;2
0375414576;0805063897;2
0375414576;0971880107;2
0375414657;0385472951;2
0375414657;0385504209;2
0375414657;0449212602;2
0375414657;006000438X;2
0375414657;0140275010;2
0375414657;0142001619;2
0375421440;0316735027;2
0375421440;0316666343;2
0375420673;0804106304;2
0375420673;0679723161;2
0375414657;0316666343;2
0375420673;0684874350;2
0375420673;067976397X;2
0375420673;067976402X;2
0375414657;0440998050;2
0375420673;0385337116;2
0375420673;0375705856;2
0375420673;0385721420;2
0375420673;0312278586;2
0375420673;0316666343;2
0553573209;0380730138;2
0399146245;0446527033;2
0553573209;0380819627;2
0399146245;0446601241;2
0553573209;0375705856;2
0399146245;0345313860;2
0399146245;0373243790;2
0399146245;0446612790;2
0399146245;0446612618;2
0399146245;0446611921;2
0399146245;0446609943;2
0671792822;0345453743;2
0671792822;0345337662;2
0553573225;0446606812;2
0553573225;0316788228;2
0671792822;1400077826;2
0671792822;067168390X;2
0671792822;0671040588;2
0553573225;0345443284;2
0553573225;0449149676;2
0553573225;0525946829;2
0553573225;0316666343;2
0553573225;0312971346;2
0553573225;0446672211;2
0553573357;0345323440;2
0553573314;0812515285;2
0553573357;0345307674;2
0553573314;0765342987;2
0553573357;0345333926;2
0553573357;0449208133;2
055357339X;0345348656;2
0553573314;0812590554;2
0553573357;015216250X;2
0553573357;0345368991;2
0375507493;0446532231;2
0375504907;0802139256;2
0375505296;0385721420;2
0375504907;0743418174;2
0375505296;0312980140;2
0375504907;0609608444;2
0375505296;0061009059;2
0375504907;0060175966;2
0375504907;1573222453;2
0375507523;0385511612;2
0375507523;0385504470;2
0375507523;0743222245;2
0375507523;0743260244;2
0375507876;0060188731;2
0375507523;0446667900;2
0375507523;0452283914;2
0375507493;0786868716;2
0375507523;0345370775;2
0375507523;0060392452;2
0375507493;0743227441;2
0375507493;0446604801;2
0375507493;0553280341;2
0375507493;067169507X;2
0553573314;0553572997;2
0553573314;0441004326;2
0553573314;0385507593;2
0553573357;0812510992;2
055357339X;0380789019;2
0375507876;0679432477;2
0375507876;0375705856;2
0375507876;0375724834;2
0375700137;0312195516;2
0375507876;0684874350;2
0375507876;067976402X;2
0375507876;0393046974;2
0375507876;0440220602;2
0375507876;0385503954;2
039914739X;0446525804;2
039914739X;0446527130;2
039914739X;0446610550;2
039914739X;1551669293;2
039914739X;1551668432;2
039914739X;0505525534;2
039914739X;0399152288;2
039914739X;0553573209;2
039914739X;0399150560;2
039914787X;0399146725;2
039914787X;0385503822;2
039914787X;0394587863;2
039914787X;0399145885;2
039914787X;0399149325;2
039914787X;0679444815;2
039914787X;0142001740;2
039914787X;0553572997;2
0375506276;0312265840;2
0375506276;0312265859;2
0375506276;0312265867;2
0375506276;006017143X;2
0375506276;006098824X;2
0375506276;0060199652;2
0375506276;0062502182;2
0375506276;0399141146;2
0375505296;068484477X;2
0375507493;0316776963;2
0375507493;0385498802;2
006019443X;0345452550;2
0140012133;0380727501;2
0451409000;0345415000;2
006019443X;0345434471;2
0140012133;0399138250;2
0140012133;0375756981;2
0140012133;0380813815;2
0140012133;037582233X;2
0060193395;0425130711;2
0140012133;0446608815;2
325722575X;0425184129;2
0140012133;0425176932;2
0140012133;0971880107;2
1573222259;0385503954;2
0451409256;067088300X;2
0451409256;0670880728;2
0060192704;1558744150;2
0451409256;0679734775;2
0140012133;0439136369;2
325722575X;0446670251;2
0060193395;067976402X;2
0060193395;0812550706;2
0060193395;0525941908;2
0061094145;0380789019;2
0441001866;044100315X;2
0060193395;0451186362;2
0060193395;0451156609;2
0060193395;0451166582;2
0060184957;1931561648;2
0451188543;0553575384;2
0060184957;0805063897;2
0451188543;051513287X;2
0449215946;0670894605;2
0451188543;0515134384;2
0449215946;0671027360;2
0060973277;0060256737;2
0060973277;0060256672;2
0451188543;0515132020;2
0449215946;0679746048;2
1573220485;0671011367;2
0449215946;0743247612;2
0060972920;0446310786;2
0441001866;0440220602;2
0441001866;0440221471;2
0449216411;0140293248;2
1573220485;0671042858;2
0140012133;044661193X;2
325722575X;059035342X;2
1573222259;0316666343;2
0451409256;0345438329;2
0451409256;0316769487;2
0451409256;0316601950;2
0060192895;0440487617;2
0451409256;0375727345;2
0060192895;0446359750;2
0060192895;0385493800;2
0878578730;0385503822;2
0878578730;0385504209;2
0878578730;0399144463;2
0878578730;0425097773;2
0099993805;0743206045;2
0878578730;042513525X;2
0878578730;039480001X;2
0878578730;0446530077;2
0878578730;0446531332;2
0061097667;0380002930;2
0877733759;0671726889;2
0877733759;0670880728;2
0446604089;0553284789;2
0451408888;0452282152;2
0451408888;0452281636;2
0877733759;0553280341;2
0877733759;0671510126;2
0451408888;0446670251;2
0061097667;0316096199;2
0446604089;0553295004;2
0140003185;034536676X;2
0451408888;0446672211;2
0061097667;0316666343;2
0451408888;0451171357;2
0061097667;0316569321;2
0446604089;0671759361;2
0451408888;014028009X;2
0451408845;0671020951;2
0451408888;0345337662;2
0061097667;0375713751;2
0451408845;0515099546;2
0451408888;0316776963;2
0451408845;0515120278;2
0451408888;0373250126;2
0060192704;0553296981;2
0446603856;0786889608;2
0060192704;0671021001;2
0140014845;0553280368;2
0140014845;0552996009;2
325722575X;3442541751;2
0140014845;0449219461;2
0140014845;0449219364;2
325722575X;3442455707;2
325722575X;0971880107;2
325722575X;3596259924;2
0060192704;0671001795;2
0441004326;0886777844;2
0441004326;1551667398;2
325722575X;3442444365;2
0060192704;0525945210;2
0441004326;0812515285;2
0441004326;0671042262;2
325722575X;3518368540;2
0441004326;0553562614;2
0140039589;0060958022;2
0060192704;0451162072;2
0441004326;0553571656;2
0441004326;0553573314;2
0060192704;0842329242;2
1573222259;015100692X;2
0446603856;0971880107;2
1573222259;0374121230;2
0060192895;0345413350;2
0060192895;0060175818;2
0060192895;0380792486;2
1573222259;0670030643;2
0140013997;0099771519;2
1573222259;0061097314;2
0451409361;044022165X;2
0140013997;1853260622;2
0140013997;0812511816;2
0446603856;0836220986;2
0446603856;0842329129;2
0446603856;0842329242;2
0446603856;0842332278;2
1573222259;0066209773;2
0446603856;0836218817;2
0140014845;0099771519;2
0140013997;0440498058;2
0060973277;0060188731;2
0140003185;0345387651;2
0060972777;080410526X;2
0060185074;042510687X;2
0060185074;0399148779;2
0060185074;0399149775;2
0060185074;0399146008;2
0060185074;0373218397;2
0060185074;0399144714;2
0451188616;0515131229;2
0060185074;0385482388;2
0060972777;0811831310;2
1573220485;0812550706;2
0060972777;0811825558;2
0451188616;0380814803;2
0451410556;0451411013;2
0451188543;0345445848;2
0451188616;051508901X;2
1573220485;0804115761;2
0451160533;0553250426;2
0446612618;0399146245;2
0451188616;051511054X;2
1573220485;0786885688;2
0060972777;0871136791;2
0451188616;0439139597;2
0060972777;1558745157;2
3404142942;0446670251;2
1573220876;0375412824;2
1573220876;0375506276;2
1573220876;0375707972;2
0451188616;0671880608;2
1573220876;0375725784;2
0451410378;0553801430;2
1573220876;0316666343;2
0451410378;0743206045;2
0060972777;0671015648;2
0060972777;0618173870;2
0451410378;0679454497;2
0451188616;0380762560;2
0451188616;0440211727;2
0451160533;0316666343;2
0449215296;0061000027;2
1573220485;0393319296;2
0451160533;0345370775;2
0451160533;0385722435;2
0451160533;0385722206;2
0451160533;0380715929;2
0449215296;0060915153;2
0449215296;0060263857;2
1551667908;0553580221;2
0451160533;0345384466;2
1573220485;0385475772;2
0446612618;0380400634;2
1551667908;0440236053;2
1551667908;0440236061;2
0061094110;0446604844;2
1551667908;0440234743;2
1551667908;0440226430;2
1551667908;0425098648;2
1551667908;0425118703;2
0449215296;0345361792;2
1551667908;0425137562;2
0446612618;0380792028;2
0446612618;0380710404;2
0451160916;0452282152;2
0451410777;0380811065;2
0451160916;0451167805;2
0451160916;0451163524;2
0446612618;0446609404;2
0446612618;0446609323;2
0061094110;0440128994;2
0446612618;0446608815;2
0446612618;0451186648;2
0446612618;0451184963;2
1573220485;0142002267;2
0061094110;0446602612;2
0061094110;0446610038;2
1573220485;0375422307;2
3404148665;0446609943;2
0451160533;0886774616;2
3404148665;0446611808;2
0449215296;0140265686;2
0449215296;0316601950;2
0449215296;0345452534;2
1573220485;0375702709;2
3404148665;0446343455;2
0449215946;0312272057;2
0449215946;006093090X;2
0060973277;0345413903;2
0060973277;0345350685;2
0441001416;0385512104;2
0451188543;0440224764;2
0441001416;0345424603;2
0060973277;034541389X;2
0060973277;0385503954;2
0060973277;038549081X;2
0060973277;0345413881;2
0441001416;0345350499;2
0441001416;034536676X;2
0441001416;0345368932;2
0441001416;0345368959;2
0449215482;0688170528;2
0449215482;0553572040;2
0449215482;0553574663;2
0449215482;0515134384;2
0451188616;0345339703;2
0451188616;0345342968;2
0060972920;0671708635;2
0060972920;0671617028;2
0060972920;080411868X;2
3404142942;0553282980;2
0060972920;0316969443;2
0060972920;0345342968;2
0451410378;1551668777;2
0451410378;1551668378;2
0451410378;1551669250;2
0060972777;0767902890;2
014006690X;0802132952;2
0451410378;1551669498;2
014006690X;0671021001;2
0451410378;0451411137;2
0451410378;0505525178;2
0451410378;0505524228;2
3404142942;0345432479;2
014006690X;0553569074;2
0451410017;0312976275;2
0451159276;0140042210;2
0451410017;0312995423;2
0060191058;0836218787;2
0060191058;0836218981;2
0875420036;0345378490;2
0875420036;0345370775;2
0060970790;0971880107;2
0061096105;0811801802;2
0875420036;0345384466;2
0060970790;1400031354;2
0875420036;0345469674;2
0061096105;0842329250;2
0060970790;080410526X;2
0060970790;0802132952;2
0874869870;0553272535;2
0061096105;0451208080;2
0060972122;0375501347;2
1551667479;0553576801;2
0449217264;1576737330;2
0874869870;0553210793;2
0061096105;0451207521;2
0061096105;0452268060;2
0061096105;0515122491;2
0060972122;034536676X;2
0060972122;0345366239;2
0061096105;051512608X;2
0874869870;0671001795;2
0874869870;0671003755;2
0449217264;087113795X;2
0061096105;0451206711;2
0060972122;0375406530;2
0875420036;0345283929;2
0451159276;0061009059;2
0875420036;0345313860;2
0451159276;0064400557;2
0451159276;0061031550;2
0060970790;1573227331;2
0451159276;0312976275;2
0060971479;0345459202;2
0451410017;0345384369;2
0060971479;0375727345;2
0060971479;0312195516;2
157322202X;0312195516;2
0449218929;0765341972;2
0060192119;0743418174;2
0140042210;042511774X;2
0446603856;067102096X;2
0875421849;087542791X;2
087542791X;0142001430;2
0060192119;0060934417;2
0060192119;0060929790;2
0451410017;0345367650;2
0060971479;0345342968;2
0060971479;0345339681;2
0451410017;034540761X;2
0451410017;0345422317;2
0451159276;0345260791;2
0451159276;0345313151;2
0451159276;0345447832;2
0140042407;0380727501;2
0451159276;0345458915;2
0140042407;0425104338;2
0451157974;0425119653;2
0451157974;0425155943;2
0140042407;0375726403;2
0451157974;0425155064;2
0451157974;0425136191;2
0451157974;0425125467;2
1551667479;0515136530;2
1551667479;0515122734;2
0451157974;0452281679;2
0140042407;0451188462;2
0140042407;0671039725;2
0140042407;0553268449;2
0451157974;0553273914;2
0140042407;0446363251;2
0451157974;0425113884;2
0451157974;0440208459;2
1551667479;0671693816;2
0451159276;0380710218;2
0449217264;0671693816;2
0449217264;0671729454;2
3257229364;0553572512;2
0451410017;0425118703;2
0060971479;0743237188;2
0060971479;0767905180;2
0060971479;1857022424;2
0140042210;0330262130;2
0140042210;0345447832;2
0876120796;044023722X;2
0060192119;1573220221;2
0060192119;1573221937;2
0449218929;1559029838;2
087542791X;1551668637;2
087542791X;0875421849;2
0140039589;080410526X;2
0140039589;0553280325;2
0140039589;0553250426;2
0140039589;0452279178;2
0441004326;0446310786;2
0140039589;0380012863;2
0140039589;0345391802;2
0140039589;0345342968;2
0441004326;0505523728;2
0140039589;0385491069;2
0140039589;0451190491;2
3257227264;0345432479;2
0449218929;1573225789;2
0140042393;0312983824;2
0061096857;042510107X;2
0061096857;0385504209;2
0449218929;044022103X;2
0061096857;0425147584;2
0061096857;0425109720;2
0449218929;0440213525;2
3257227264;0887307876;2
3257227264;0345337662;2
3257227264;0345311485;2
0875421180;0671729462;2
0449218929;0425155404;2
0449218929;0425180638;2
3257227264;3492238696;2
0449218929;0439064872;2
0449218929;044021145X;2
3257227264;3442541751;2
3257227264;3442455707;2
0449218929;0425166619;2
087542791X;0439064864;2
087542791X;0439064872;2
087542791X;0439136350;2
087542791X;043935806X;2
0875421180;0836218051;2
087542791X;0439139597;2
0875421849;044651862X;2
087542791X;0312966970;2
0875421849;0099771519;2
0875421849;0385335482;2
0875421849;020530902X;2
0875421849;0345313860;2
0875421849;0345337662;2
0875421849;0345404475;2
0875421369;0836218051;2
0875421369;0671721291;2
0875421369;0345339681;2
0875421369;0345350499;2
0061097659;0440498058;2
0451408977;0515087122;2
0451408977;1400031354;2
0061097659;014028009X;2
0061097659;014025448X;2
0061097659;0451206673;2
0061097659;0440211727;2
0451408756;0743474325;2
0060959355;0804106304;2
0060959355;0684826976;2
0451408756;0765341972;2
0451408756;0757300286;2
0446603988;0345380371;2
0446603988;0446360589;2
0446603988;0449219461;2
0446603988;0449221512;2
0060959355;0452269571;2
0880299053;0553213148;2
0060959355;0446672211;2
0451408756;0671743058;2
0060959355;0451197747;2
0060959355;0553213423;2
0060959355;0553296981;2
0060959355;0446672351;2
0140003185;0312950586;2
0140003185;0140431357;2
0060959355;0684801523;2
0060959355;0679742115;2
155166738X;1551668998;2
0451408756;0671011375;2
0451408756;0836218515;2
1551667398;0441004326;2
1551667398;0380811081;2
0451158717;0553294385;2
0451158717;0553278223;2
0140042520;0553213695;2
3257228007;345305136X;2
0451410017;0061099325;2
0451159098;0451167805;2
0451158717;0553268937;2
0451410017;0061092045;2
0140042520;0679785892;2
0451158717;0452269571;2
3257227809;0553277472;2
0451158717;0140071083;2
1551667479;0380718332;2
0451158717;0316769487;2
0140042520;0060930187;2
3257227809;0553572512;2
0451159098;0671016784;2
3257227809;325722575X;2
3257228007;3404148665;2
3257227809;3492238696;2
3257227809;3442413338;2
0451159098;0345370775;2
0451159098;0345354621;2
0140042520;068482499X;2
0446611913;0425143325;2
0446611913;0064400557;2
0446611913;0446365386;2
0446611913;0064400565;2
0446611913;0060987103;2
0446611913;0345417623;2
0446611913;0449219410;2
0446611913;0446613266;2
0446611913;0446612790;2
3257227809;0971880107;2
0451158717;0802130208;2
0451158717;068482499X;2
0451158717;0684801221;2
3257227809;0425184129;2
3257061269;3423202947;2
0140008535;0060008032;2
3257061269;3423201509;2
3257218370;3404148665;2
3257218370;3596282225;2
3257218370;3423204206;2
3257218370;3423202327;2
3257061269;3596247500;2
3257061269;3442414199;2
3257218370;3257229534;2
3257061269;3453071174;2
0140008535;0440226430;2
0140003185;0671522922;2
0140042520;0440180295;2
3257227809;0688143687;2
0140042520;0316769487;2
3257218370;3596259924;2
3257061269;3257229364;2
0441135560;0553573985;2
2253063339;0836218353;2
0441135560;0553574566;2
0451210638;0451523733;2
0061098795;042510107X;2
0451210638;0451526341;2
0451210638;0451167805;2
0061098795;0440213525;2
0451210638;0451156609;2
0441135560;0743227441;2
0451210638;0451169522;2
0441135560;0553213148;2
0061098795;0439064872;2
0886774713;0553577808;2
0886774713;0553579525;2
2253150711;034536676X;2
2253150711;0140295569;2
0886774713;0553574566;2
2253150711;0156628708;2
0441135560;0060924985;2
0441135560;0060925000;2
0886774713;0553562738;2
0061098752;0743211375;2
0886774713;0515090174;2
2253063339;0836218981;2
2253063339;0836220889;2
2253150711;2070416801;2
0061098752;0671038443;2
0061098752;0671041789;2
0061098795;0312983271;2
0061098795;0312983301;2
0061098795;0345374568;2
0886774713;0440998050;2
0061098795;0345446666;2
0886774713;1592400876;2
0446611247;0595256368;2
0441089348;055329461X;2
0441089348;0553281747;2
0061098752;0836204387;2
0451192036;0451183665;2
0061098361;0743418204;2
0441089348;0441117732;2
0451192036;0446310786;2
0441089348;0441569595;2
0061098361;0671793489;2
0451192036;0446672211;2
2266104535;0425169863;2
0449221393;0425147622;2
0441089348;0671042262;2
0441089348;0671726889;2
0449221393;0425169863;2
0061098361;1570613818;2
0441089348;0679767800;2
1551667118;0345452704;2
0061098361;0671027360;2
0061098361;0671034022;2
0451192036;0446519138;2
0061098752;059035342X;2
0441117732;0671726889;2
0441117732;0553580272;2
2253063339;2290311782;2
0886774713;0886776686;2
0441117732;0553566067;2
0061098752;0553285920;2
0441117732;0553560719;2
0441117732;0553562614;2
2253063339;2070419657;2
